"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"192","Cargen House","331","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",3147,2152,4601
"192","Cargen House","332","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2144,1402,3277
"192","Cargen House","333","Nyasa Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",961,532,1734
"192","Cargen House","334","Southern Bypass","1/10/2017 - 1/12/2017, Every day, Daily Average",1338,777,2302
"192","Cargen House","335","Meru - Nairobi Hwy","1/10/2017 - 1/12/2017, Every day, Daily Average",2131,1493,3039
"192","Cargen House","336","0 Mbagathi Ridge","1/10/2017 - 1/12/2017, Every day, Daily Average",2760,1844,4129
"192","Cargen House","337","0 Milima Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2746,1661,4537
"192","Cargen House","338","Gatundu-Juja Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2376,1703,3314
"192","Cargen House","339","Kinanda Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2136,1471,3101
"192","Cargen House","340","Meru - Nairobi Hwy","1/10/2017 - 1/12/2017, Every day, Daily Average",1798,1190,2715
"192","Cargen House","341","Hillcrest Dr","1/10/2017 - 1/12/2017, Every day, Daily Average",2299,1469,3596
"192","Cargen House","343","Karura Munyaka Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2627,1431,4821
"192","Cargen House","344","Kibiku Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2238,1404,3567
"192","Cargen House","345","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",3359,2108,5350
"192","Cargen House","346","Kikuyu - Nderi Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2114,1459,3062
"192","Cargen House","347","Ghana Cl","1/10/2017 - 1/12/2017, Every day, Daily Average",1549,1003,2390
