"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"271","Kisii University College, monrovia ambank, Nairobi","32","Hospital Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2608,1630,4171
"271","Kisii University College, monrovia ambank, Nairobi","33","Limuru Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1588,1063,2370
"271","Kisii University College, monrovia ambank, Nairobi","34","Neema Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",3702,2646,5178
"271","Kisii University College, monrovia ambank, Nairobi","35","Magadi Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",3418,2346,4978
"271","Kisii University College, monrovia ambank, Nairobi","36","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1112,716,1725
"271","Kisii University College, monrovia ambank, Nairobi","37","Riflo Workshop","1/10/2017 - 1/12/2017, Every day, Daily Average",1476,902,2414
"271","Kisii University College, monrovia ambank, Nairobi","39","Kiambia-Gathanga Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1807,1274,2561
"271","Kisii University College, monrovia ambank, Nairobi","40","Stage Mpya","1/10/2017 - 1/12/2017, Every day, Daily Average",2160,1256,3712
"271","Kisii University College, monrovia ambank, Nairobi","41","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",3008,1821,4967
"271","Kisii University College, monrovia ambank, Nairobi","42","Eastern By Pass","1/10/2017 - 1/12/2017, Every day, Daily Average",2898,1881,4464
"271","Kisii University College, monrovia ambank, Nairobi","44","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",2653,1681,4186
"271","Kisii University College, monrovia ambank, Nairobi","46","Magoko Road","1/10/2017 - 1/12/2017, Every day, Daily Average",3368,2567,4418
"271","Kisii University College, monrovia ambank, Nairobi","48","Kiambu Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",684,387,1207
"271","Kisii University College, monrovia ambank, Nairobi","49","Rd to Utawala Academy","1/10/2017 - 1/12/2017, Every day, Daily Average",1734,1027,2927
"271","Kisii University College, monrovia ambank, Nairobi","51","First Freight Lane","1/10/2017 - 1/12/2017, Every day, Daily Average",1513,958,2387
"271","Kisii University College, monrovia ambank, Nairobi","52","300 Ngong Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2183,1381,3448
"271","Kisii University College, monrovia ambank, Nairobi","53","Bamburi Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2704,1767,4136
"271","Kisii University College, monrovia ambank, Nairobi","54","Muramati Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2715,1814,4062
"271","Kisii University College, monrovia ambank, Nairobi","56","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1619,981,2669
"271","Kisii University College, monrovia ambank, Nairobi","57","Getathuru Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1505,1039,2178
"271","Kisii University College, monrovia ambank, Nairobi","58","Hekima Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",2048,1329,3155
"271","Kisii University College, monrovia ambank, Nairobi","59","Unnamed Road","1/10/2017 - 1/12/2017, Every day, Daily Average",805,461,1403
"271","Kisii University College, monrovia ambank, Nairobi","60","Mutungoni Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",3231,2227,4687
"271","Kisii University College, monrovia ambank, Nairobi","61","Kinanda Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1664,1130,2449
"271","Kisii University College, monrovia ambank, Nairobi","62","Lucky Twin Plaza Road","1/10/2017 - 1/12/2017, Every day, Daily Average",1915,1291,2838
"271","Kisii University College, monrovia ambank, Nairobi","63","Murishu Rd","1/10/2017 - 1/12/2017, Every day, Daily Average",1651,1121,2431
